Book_No	Title	Sub_Title	Author	Publisher	Year_This_Ed	ISBN	Subject	Topic	Class_1	Class_2	Class_3	new c1	new c2	newc3	Translator	Year_1st_Pub	Synopsis	Medium
13326	Tenets Of Sant Mat - The		RADHA SOAMI SATSANG BEAS				Relgion	Other Religions	299	RAD								
11014	Idealist View Of Life ~ An		RADHAKRISHNAN	George Allen & Unwin - London	1980	0-04-141009-2	Religion	Religion - Philosophy & Theories	201	RAD		141	RAD					
11066	Religion And Society	Kamala Lectures	RADHAKRISHNAN - S.	George Allen & Unwin Ltd. - London	1947		Religion	Religion - Essays & Lectures	204	RAD		294.509	RAD					
10596	Idealist View Of Life ~ An	The Hibbert Lectures 1929	RADHAKRISHNAN - S.	George Allen & Unwin Ltd. - London	1951		Religion	Other Religions - Brahmanism & Related	294	RAD								
10899	Principal Upanisads ~ The		RADHAKRISHNAN - S. (TRANS)	George Allen & Unwin Ltd - London	1974	04 294046 X	Religion	Other Religions - Brahmanism & Related	294	RAD								
12710	Who's Who In The Ancient World	A Handbook to the Survivors of the Greek and Roman Classics	"Radice, Betty (Ed)"	Anthony Blond	1971		Geography & History	History of the Ancient World - Greece	938	RAD		938	RAD					
15421	Primitive Man a Philosopher		"Radin, Paul"	Dover Publications	1957				572	RAD		301	RAD					
14169	Paris:  Insight Guide		"Radulla-Scott, Caroline (Ed)"	APA Publications					914	PAR		914.4	RAD					
15806	"Ragamala Paintings From Basohli, The"		Ragamala	Lalit Kala Akademi					981	RAG		759	RAG					
10623	Indian Heritage ~ The	An Anthology of Sanskrit Literature	RAGHAVAN - V.	The Indian Institute of World Culture - Bangalore	1963		Religion	Other Religions - Brahmanism & Related	294	RAG								
15103	Studies on Some Concepts of the Alamkara S'Astra		"Raghavan, V"	The Adyar Library and Research Centre	1973	0-8356-7298-0			891	RAG		891.1	RAG					
15096	"Number of Rasa-S, The "		"Raghavan, V"	The Adyar Library and Research Centre	1967	0-8356-7280-8			891	RAG		891.1	RAG					
11039	Vedic India	As Embodied Principally in the Rig Veda	"Ragozin, Zenaide A"	T. Fisher Unwin - London	1895		History	Asia - Subcontinent of India	954	RAG		900	RAG					
13191	Vivekananda: The Warrior Saint		"Rahbar, HansRaj"	Farsight Publishers	1995	81 86265 12 0	Biography	Vivekananda	VIV	RAH		921	VIV	RAH				
15804	Dreams of India		"Rai, Raghu"	Collins	1988	0-00-215165-0			954	RAI		915.4	RAI					
10820	Yeats - The Tarot and the Golden Dawn		"Raine, Kathleen"	The Dolmen Press - Dublin	1972		Philosophy	Branches of Psychology - Occult Sciences	133	RAI		133.3	RAI					
12751	William Blake		"Raine, Kathleen"	Thames & Hudson	1974	0 500 20107 2	The Arts	The Arts	700	RAI		709	RAI					
11882	Blake and Antiquity		"Raine, Kathleen"	Routledge & Kegan Paul - London	1979	0 7100 0238 6	Literature	English Literature - English Poetry	821	RAI		821.09	RAI					
14093	"Collected Poems of  Kathleen Raine, The"		"Raine, Kathleen"	Hamish Hamilton	1956				821	RAI		821	RAI					
14101	"Oval Portrait, The"	and other poems	"Raine, Kathleen"	Enitharmon Press / Hamish Hamilton	1977				821	RAI		821	RAI					
14114	"Presence, The:  Poems 1984 / 87"		"Raine, Kathleen"	Golgonooza Press	1987	0 903880 37 7			821	RAI		821	RAI					
13893	Blake and the New Age		"Raine, Kathleen"	George Allen and Unwin	1979	0-04-821043-9			824	BLA		821.09	RAI					
M16005	William Blake's Fourfold London		"Raine, Kathleen"	Temenos Academy	1993				824	BLA		821.09	RAI					
15490	India Seen Afar		"Raine, Kathleen"	Green Books	1990				920	RAI		921	RAI	RAI				
15491	India Seen Afar		"Raine, Kathleen"	Green Books	1990				920	RAI		921	RAI	RAI				
12318	"Land Unknown, The"	Further Chapters of Autobiography	"Raine, Kathleen"	Hamish Hamilton	1975	241 892074	Autobiography	Kathleen Raine	RAI	Rai		921	RAI	RAI				
12317	"Lion's Mouth, The"	Concluding Chapters of Autobiography	"Raine, Kathleen"	Hamish Hamilton	1977	241 89756 4	Autobiography	Kathleen Raine	RAI	Rai		921	RAI	RAI				
	Defending Ancient Springs		"Raine, Kathleen"	Golgonooza Press	1985	0-903880-32-6						821.09	RAI					
	William Blake		"Raine, Kathleen"	Thames and Hudson	1970	0 500 20107 2												
14371	The Confusion Called Conversion		Raj - Ebe Sunder	Traci Publications	1998				291	RAJ								
10786	Commentaries On Living: From The Notebooks Of J. Krishnamurti		RAJAGOPAL - D.  (ED)	Victor Gollancz Ltd. - London	1957		Philosophy		298	KRI								
10884	Hinduism	Doctrine and Way of Life	RAJAGOPALACHARI - C.	Bharatiya Vidya Bhavan - Bombay	1964		Religion	Other Religions - Brahmanism & Related	294	RAJ								
10885	Mahabharata		RAJAGOPALACHARI - C.	Bharatiya Vidya Bhavan - Bombay	1968		Religion	Other Religions - Brahmanism & Related	294	RAJ								
10886	Ramayana		RAJAGOPALACHARI - C.	Bharatiya Vidya Bhavan - Bombay	1968		Religion	Other Religions - Brahmanism & Related	294	RAJ								
11466	Book Of The Books ~ The Volume Two	Discourses on the Dhammapada of Gautam the Buddha	RAJNEESH - BHAGWAN SHREE	Rajneesh Foundation International - Oregon	1983	0-88050-514 1	Religion	Other Religions - Other Religions	299	RAJ								
11436	Dimensions Beyond The Known		RAJNEESH - BHAGWAN SHREE	Sleldon Press - London	1978	0 85969 143 8	Religion	Other Religions - Other Religions	299	RAJ								
11465	From Sex To Super-Consciousness		RAJNEESH - BHAGWAN SHREE	Orient Paperbacks - New Delhi	1978		Religion	Other Religions - Other Religions	299	RAJ								
11433	Hidden Harmony ~ The	Reflections on Heraclitus	RAJNEESH - BHAGWAN SHREE	Sheldon Press - London	1978	0 85969 161 6	Religion	Other Religions - Other Religions	299	RAJ								
11434	Neither This Nor That	Reflections on a Zen Master	RAJNEESH - BHAGWAN SHREE	Sheldon Press - London	1978	0 85969 141 1	Religion	Other Religions - Other Religions	299	RAJ								
11432	No Water No Moon	Reflections on Zen	RAJNEESH - BHAGWAN SHREE	Sheldon Press - London	1977	0 85969 103 9	Religion	Other Religions - Other Religions	299	RAJ								
11435	Roots And Wings	Talks on Zen	RAJNEESH - BHAGWAN SHREE	Routledge & Kegan Paul - London	1982	0-7100-0420-6	Religion	Other Religions - Other Religions	299	RAJ								
11446	Roots And Wings	Talks on Zen	RAJNEESH - BHAGWAN SHREE	Routledge & Kegan Paul - London	1979	0 7100 0420 6	Religion	Other Religions - Other Religions	299	RAJ								
10754	Silent Explosion ~ The		RAJNEESH - BHAGWAN SHREE	Anand-Shila Publications - Bombay			Religion	Other Religions - Other Religions	299	RAJ								
11430	Supreme Understanding ~ The	Reflections on Tantra	RAJNEESH - BHAGWAN SHREE	Sheldon Press - London	1978	0 85969 144 6	Religion	Other Religions - Other Religions	299	RAJ								
11431	Supreme Understanding ~ The	Reflections on Tantra	RAJNEESH - BHAGWAN SHREE	Sheldon Press - London	1978	0 85969 144 6	Religion	Other Religions - Other Religions	299	RAJ								
11467	Way Of The White Cloud ~ The		RAJNEESH - BHAGWAN SHREE	Rajneesh Foundation - Poona	1975		Religion	Other Religions - Other Religions	299	RAJ								
10242	Introduction to Comparative Philosophy		"RAJU, P T"	Southern Illinois University Press	1970	8093-0419-8	Philosophy	Philosophy - Handbooks & Outlines	102	RAJ		102	RAJ					
15578	Style		"Raleigh, Walter"	Edward Arnold & Co	1923				808	RAL		808	RAL					
13070	Theosophy	The Divine Wisdom	"Ram, N Sri"	The Theosophical Publishing House	1969	0 8356 7445 2	Philosophy	Paranormal Phenomena - Parapsychology & Occultism	133	RAM		133	RAM					
10647	Hindu-Yogi Science Of Breath		RAMACHARAKA - YOGI	L. N. Fowler & Co. Ltd. - London			Religion	Other Religions - Brahmanism & Related	294	RAM								
11132	Hindu-Yogi Science Of Breath ~ The		RAMACHARAKA - YOGI	L. N. Fowler & Co. Ltd. - London	1960		Religion	Other Religions - Brahmanism & Related	294	RAM								
11869	Fourteen Lessons in Yogi Philosophy and Oriental Occultism		"Ramacharaka, Yogi"	L. N. Fowler & Co. Ltd. - London	1964	8524 3091 4	Philosophy	Branches of Psychology - Occult Sciences	133	RAM		133	RAM					
13368	Talks With Sri Ramana Maharshi	Vols I to III	RAMANA -MAHARSHI - SRI	Sri Ramanasraman	1963		Hinduism	Leaders	294.563	RAM								
12587	Truth Revealed (Sad-Vidya)	Translated From The tamil Origional of Bhagavan Sri Ramana Maharshi	RAMANASRAMAM - SRI	T. N. Venkataraman	1965		Religion	Other Religions - Religions of Indic Origin	294	RAM								
10856	Speaking Of Siva		RAMANUJAN - A. K.	Penguin Books	1979	0 14044 270 7	Religion	Other Religions - Brahmanism & Related	294	RAM								
10905	Speaking Of Siva		RAMANUJAN - A. K.	Penguin Books	1973	0 14044 270 7	Religion	Other Religions - Brahmanism & Related	294	RAM								
14146	Speaking of Siva		"Ramanujan, A K"	Penguin	1973				891	RAM		891.1	RAM					
11457	Pathless Path ~ The		RAMDAS - SWAMI	Bharatiya Vidya Bhavan - Bombay	1964		Religion	Other Religions - Brahmanism & Related	294	RAM								
13122	Virtue Of Selfishness ~ The	A New Concept of Egoism	RAND - AYN	Signet	1970		Philosophy	Modern Western Philosophy - United States & Canada	190	RAN								
13068	"Romantic Manifesto, The"	A Philosophy of Literature	"Rand, Ayn"	Signet	1975		The Arts	Philosophy and Theory	701	RAN		701	RAN					
14715	Atlas Shrugged		"Rand, Ayn"	Signet: Penguin USA	1992				813	RAN		813	RAN					
10738	Philosophy Of Power ~ The	What to Live For	RANDALL - JOHN HERMAN	L. N. Fowler & Co. - London	1918		Religion	Devotional & Practical - Personal Religion	214.8	RAN		200.1	RAN					
10140	Beyond Psychology		RANK - OTTO	Dover Publications Inc. - New York	1958		Philosophy	General Psychology	150	RAN								
11650	History Of The Popes ~ The	Vol I	RANKE - LEOPOLD VON	George Bell and Sons - London	1896		Religion	Christian Churches & Sects - Roman Catholic Church	218.2	RAN								
11651	History Of The Popes ~ The	Vol II	RANKE - LEOPOLD VON	George Bell and Sons - London	1896		Religion	Christian Churches & Sects - Roman Catholic Church	218.2	RAN								
11724	History Of The Popes ~ The	Vol III	RANKE - LEOPOLD VON	George Bell and Sons - London	1896		Religion	Christian Churches & Sects - Roman Catholic Church	218.2	RAN								
12098	History Of The Popes ~ The	VOL I	RANKE - LEOPOLD VON	George Bell and Sons - London	1896		Religion	Christian Churches & Sects - Roman Catholic Church	218.2	RAN								
12099	History Of The Popes ~ The	VOL II	RANKE - LEOPOLD VON	George Bell and Sons - London	1896		Religion	Christian Churches & Sects - Roman Catholic Church	218.2	RAN								
12100	History Of The Popes ~ The	VOL III	RANKE - LEOPOLD VON	George Bell and Sons - London	1896		Religion	Christian Churches & Sects - Roman Catholic Church	218.2	RAN								
13675	"Book of Friendship, The"	Essays - Poems - Maxims and Prose Passges	"Ransome, Arthur"	T.C. & E.C. Jack					828	RAN		828	RAN					
16277	The Perceptual Error	The Indian Theories	Rao - Srinivasa	University of Hawai'I Press	1998	0-8248-1958-6			199	RAO								
12882	Michelangelo		"Rasponi, Simonetta"	Avenel Books	1978	0 517 24951 0	The Arts	Painting & Paintings	750	RAS		759.5	RAS					
10605	Introduction To The Tantraloka		RASTOGI - NAVJIVAN	Motilal Banarsidass - Delhi	1987	81-208-0180-6	Religion	Other Religions - Brahmanism & Related	294	RAS								
10616	Krama Tantricism Of Kashmir ~ The  Vol I	Historical and General Sources	RASTOGI - NAVJIVAN	Motilal Banarsidass - Delhi	1979		Religion	Other Religions - Brahmanism & Related	294	RAS								
15102	Introduction To The Tantraloka	A Study in Structure	Rastogi - Navjivan	Motilal Banarsidass	1987	81-208-0180-6			294.552	RAS								
11804	Plato'S Thought In The Making	A Study of the Development of his Metaphysics	RAVEN - J. E.	Cambridge University Press	1965		Philosophy	Ancient & Medieval - Platonic Philosophy	184	RAV								
15722	British Painting	"paintings, drawings and prints"	"Rawley, Thomas"	Phaidon	1976	0-7148-1759-7			709	RAW		759	RAW					
14203	The Book Of Enlightened Masters	Western Teachers in Eastern Traditions	Rawlinson - Andrew	Open Court	1997	0-8126-9310-8			298	RAW								
14956	A Passion For Friends	towards a philosophy of female affection	Raymond - Janice	The Women's Press	1986	0-7043-3997-8			301	RAY								
11661	"Life of St Catherine of Siena, The"		Raymond of Capua (Blessed)	Harvill Press - London	1960		Biography	St. Catherine of Siena	CAT	CAP		921	CAT	RAY				
11667	In the Steps of St. Francis		"Raymond, Ernest"	Rich and Cowan - London	1953		Biography	St. Francis of Assisi	FRA	RAY		921	FRA	RAY				
11677	In the Steps of St. Francis		"Raymond, Ernest"	Cedric Chivers Ltd. - Bath	1970		Biography	St. Francis of Assisi	FRA	RAY		921	FRA	RAY				
15331	Logic Deductive And Inductive		Read - Carveth	Simpkin - Marshall - Hamilton - Kent & Co	1906				160	REA								
15614	Art and Alienation	the role of the artist in society	"Read, Herbert"	Thames & Hudson	1967				701	REA		701	REA					
15616	Art and Society		"Read, Herbert"	Faber & Faber	1945				701	REA		701	REA					
15615	"Meaning of Art, The"		"Read, Herbert"	Faber & Faber	1936				701	REA		701	REA					
15106	"Grass Roots of Art, The"	Lectures on the Social Aspects of Art in an Industrial Age	"Read, Herbert"	Faber & Faber Ltd	1955				704	REA		704	REA					
15107	"Grass Roots of Art, The"	Lectures on the Social Aspects of Art in an Industrial Age	"Read, Herbert"	Fber & Faber Ltd	1955				704	REA		704	REA					
11345	Form In Modern Poetry	An Essay in Aesthetics	"Read, Herbert"	Vision Press Ltd. - London	1964		Literature	Literature - Philosophy & Theory	801	REA		809.1	REA					
14714	"Green Child, The"		"Read, Herbert"	Chatto & Windus	1970				823	REA		823	REA					
14537	"Coat of Many Colours, A"	Occasional Essays	"Read, Herbert"	George Routledge	1945				824	REA		824	REA					
15351	English Prose Style		"Read, Herbert"	G. Bell & Sons	1952				824	REA		820.9	REA					
15579	Essays In Literary Criticism		"Read, Herbert"	Faber & Faber	1969				824	REA		820.9	REA					
14396	"True Voice of Feeling, The"	Studies in English Romantic Poetry	"Read, Herbert"	Faber & Fber	1947				824	REA		821.09	REA					
15129	To Hell With Culture	Democratic Values are New Values	"Read, Herbert"	Kegan Paul - Trench - Trubner & Co Ltd	1941				824	REA		824	REA					
	On Beauty Vol 6		"Read, Herbert & Armstrong, A.Hillary"	Spring Publications Inc	1987	0-88214-406-5						824	REA					
12663	Art Nouveau And Alphonse Mucha		"Reade, Brian"	HMSO	1969		The Arts	Drawing & Decorative Arts	740	REA		708	REA					
12132	"Cloister and the Hearth, The"		"Reade, Charles"	J. M. Dent and Sons Ltd. - London	1954		Literature	English Literature - English Fiction	823	REA		823	REA					
16080	Book Lovers' London		"Reader, Lesley"	Metro Publications	1999	0-9522914-4-4			802	REA		802	REA					
15772	Wild New Zealand		Reader's Digest	Reader's Digest	1982	0-94981-00-X			993	NEW		919	PUB					
15922	Paul Ricoeur	His Life and Work	Reagan - Charles E.	The University of Chicago Press	1996	0-226-70602-8			194	RIC		921	RIC	REA				
13691	The Concept Of First Philosophy And The Unity Of The 'Metaphysics' Of Aristotle		Reale - Giovanni	State University of New York	1980	0-87395-385-1			185	REA								
14311	Music Of The Mind	an adventure into consciousness	Reanney - Darryl	Hill of Content Publishing	1994	08 5572 2401			149	REA								
14823	Diary of a Man in Despair		"Reck-Malleczewen, Friedrich"	Duck Editions	2000	0-7156-3000-8			833	REC		833	REC					
14453	George Eliot:  The Emergent Self	A new biography	"Redinger, Ruby V"	The Bodley Head	1975	0-370-10458-7			920	ELI		921	ELI	RED				
16405	Rebel In The Soul	A Dialogue Between Doubt and Mystical Knowledge	Reed - Bika	Inner Traditions International	1987	0-89281-172-2			181	REE								
12599	Quakerism	Its Essence - The Inward Light of Christ	REED - DAVID W.	Friends' Meeting House - Chesterfield			Religion	Christian Denominations & Sects - Other	289	REE								
15588	Madness : The Price Of Poetry		"Reed, Jeremy"	Peter Owen Publishers	1989	0-7206-0744-2			824	REE		821.09	REE					
15231	Schiller		"Reed, T J"	Oxford University Press	1991	0-19-287670-8			834	SCH		832.09	REE					
15496	Simone Weil	A Sketch for a Portrait	Rees - Richard	Oxford University Press	1966				194	WEI								
12298	Celtic Heritage	Ancient Tradition in Ireland and Wales	"Rees, Alwyn & Brinley"	Thames & Hudson - London	1976	0 500 27039 2	Literature	Literature - History & Criticism	809	REE		891.6	REE					
12707	Classics	An Outline For The Intending Student	"Rees, B R"	Routledge & Kegan Paul	1970	0 7100 6915 4	Geography & History	History of the Ancient World - Greece	938	REE		880	REE					
14817	Just Six Numbers	The Deep Forces that Shape the Universe	"Rees, Martin"	Weidenfeld & Nicolson	1999	0-297-84297-8			523	REE		523	REE					
M13500	Georgian Poetry (The Penguin Poets)	Selected and introduced by James Reeves	"Reeves,  James (Ed)"	Penguin	1962				821	REE		821.08	REE					
14598	Georgian Poetry (The Penguin Poets)	Selected and introduced by James Reeves	"Reeves, James (Ed)"	Penguin	1962				821	PEN		821.08	REE					
13003	Elizabethan Court		"Reeves, M E"	Longmans	1968		Geography & History	General History of Europe - British Isles	941	REE		942.05	REE					
12021	"Medieval Village, The"		"Reeves, Marjorie"	Longmans - Green & Co. Ltd. - London	1968		History	History - Medieval & Modern World	909	REE		942	REE					
12139	"Medieval Monastery, The"		"Reeves, Marjorie"	Longmans - London	1969		History	History - Medieval & Modern World	909	REE		942	REE					
12022	"Medieval Town, The"		"Reeves, Marjorie"	Longmans - Green & Co. Ltd. - London	1968		History	History - Medieval & Modern World	909	REE		942	REE					
11697	Joachim of Fiore and the Prophetic Future		"Reeves, Marjorie"	SPCK - London	1976	0 281 02887 7	Biography	Joachim of Fiore	JOA	REE		921	JOA	REE				
12023	Elizabethan Citizen		"Reeves, Marjorie & Hodgson, Paule"	Longmans - Green & Co. Ltd. - London	1969	582 20370 8	History	Europe - England	942	REE		942.05	REE					
12260	Greening Of America ~ The		REICH - CHARLES A.	Penguin Books	1977	0 1400 2995 8	Social Sciences	Social Sciences - Sociology	301	REI								
14461	Character Analysis	Translated from the German by Theodore P. Wolfe	Reich - Wilhelm	Vision	1958				150	REI								
15009	The Sexual Revolution	Towards a self-governing character structure	Reich - Wilhelm	Vision	1951				155	REI								
10190	"Function of The Orgasm, The"	Sex-Economic Problems of Biological Energy	"Reich, Wilhelm"	Panther Books Ltd. - London	1961		Philosophy	Branches of Psychology - Physiological Psychology	131	REI		155.3	REI					
14189	Borderland	A Journey through the History of Ukraine	"Reid, Anna"	Weidenfeld and Nicolson	1997	0 297 81818 X			947	REI		947	REI					
14574	Leaves From A Greek Village		"Reid, Beatrice"	B. Reid	1998	0-95328-990-7			821	REI		921	REI					
16053	Young Tom	or Very Mixed Company	"Reid, Forrest"	Faber & Faber	1944				823	REI		823	REI					
12755	"Tate Gallery, The"	Guide to the collections of ...	"Reid, Norman"	Tate Gallery Publications	1975		The Arts	Galleries - Museums - Private Collections	708	REI		708	REI					
12786	Indian Miniatures	The Rajput Painters	"Reiff, Robert"	Charles E. Tuttle Co.	1959		The Arts	Painting - Symbolism - Allegory - Mythology -  Legend	753	REI		759.9	REI					
16452	The Epistles Of The Sincere Brethren	An anoated translation of Epistles 43-47	Reijn - Eric van	The Artful Publishing Company	1988				297	REI								
14881	The Search Within	The inner experiences of a psychoanalyst	Reik - Theodore	Grove Press Inc	1956				150	REI								
10193	Of Love and Lust	On the Psychoanalysis of Romantic and Sexual Emotions	"Reik, Theodor"	Grove Press Inc. - New York	1959		Philosophy	Branches of Psychology	130	REI		155.3	REI					
15367	All Quiet on the Western Front		"Remarque, Erich Maria"	Triad/Mayflower Books	1977				833	REM		833	REM					
11631	History Of The Origins Of Christianity ~ The	Book VI	RENAN - ERNEST	Mathieson & Company - London			Religion	Religion - History	209	REN		209	REN					
11668	History Of The Origins Of Christianity	Book VII.  Marcus - Aurelius	RENAN - ERNEST	Mathieson & Company - London			Religion	Christian Church History	217	REN								
11710	History Of The Origins Of Christianity ~ The	Book II: The Apostles	RENAN - ERNEST	Mathieson & Company - London			Religion	Christian Church History	217	REN								
	Kenilworth Castle		"Renn, Derek"	English Heritage	1999	1 85074 357 6												
14366	Edward Hopper 1882 - 1967		"Renner, Rolf G"	Taschen	2002	3-8228-6200-2			750	HOP		759.1	REN					
10289	Homo Sapiens	From Man to Demigod	"Rensch, Bernhard"	Methuen & Co. Ltd. - London	1972	416 26150 7	Pure Science	Anthropology & Biology - Anthropology	572	REN		301	REN					
13228	Galileo	A Life	"Reston, James (Jnr)"	Cassell	1994	0-304-34509-1	Biogrpahy	Galileo Galilei	GAL	RES		921	GAL	RES				
16337	Raj Kapoor : The Fabulous Showman	An Intimate Biography	"Reuben, Bunny"	Virgo Books	1988	81-85304-03-3			774	KAP		921	KAP	REU				
10728	"Musician's Talks With Unseen Friends, A"		"Reuter, Florizel von"	Rider & Co. - London	1931		Philosophy	Branches of Psychology - Occult Sciences	133	REU		133	REU					
10749	One Hundred Poems from the Chinese		"Rexroth, Kenneth"	New Directions Publishing Corporation - New York	1971	0-8112-0180-5	Literature	Other Literatures - Far Eastern Literature	895	REX		895	REX					
12671	Fantastic Science Fiction Art 1926-1954	The Art of Science Fiction from Frank R. Paul to Frank Kelly Freas	"Rey, Lester Del"	Ballantine	1975	345 24731 0 595	The Arts	Painting - Symbolism - Allegory - Mythology - Legend	753	DEL		760	REY					
11009	My Life With A Brahmin Family		REYMOND - LIZELLE	Penguin Books	1972	0 1400 3375 0	Religion	Other Religions - Brahmanism & Related	294	REY								
10367	God Beyond Time		"Reyner, J H"	Regency Press - London	1965		Philosophy	Metaphysics - Time & Duration	115	REY		115	REY					
13400	"Anthology of Sinhalese Literature Up To 1815, An"		"Reynolds, C (Ed)"	George Allen & Unwin	1970	0 04 891038 4			890	REY		894	REY					
14241	Discourses On Art	Edited by Robert R. Wark	"Reynolds, Joshua (Sir)"	Yale University Press	1997	0-300-07327-5			704	REY		709	REY					
15676	"Vision of Simeon Solomon, The"		"Reynolds, Simon"	Catalpa Press	1985	0-904995-07-0			750	SOL		759.2	REY					
12932	Fossils	A Guide To Prehistoric Life	"Rhodes, Frank H T  & Shaffer, Paul R"	Paul Hamlyn	1965		Natural Sciences	Paleontology & Paleozoology	560	RHO		560	RHO					
11764	"Argonautica, The"		"Rhodius, Apollonius"	Harvard University Press	1980	0 434 99001 9	Literature	Greek Literature - Epic Poetry	883	RHO		881	RHO					
11340	"Prelude to Poetry, The"	Poets in Defence and Praise of Their Own Art	"Rhys, Ernest (Ed)"	J. M. Dent & Sons Ltd. - London	1927		Literature	Literature - Essays & Lectures	804	RHY		809.1	RHY					
12108	Wide Sargasso Sea		"Rhys, Jean"	Penguin Books	1970	14 002878 1	Literature	English Literature - English Fiction	823	RHY		823	RHY					
14305	Saint Jerome In The Renaissance		Rice - Eugene F. Jr	John Hopkins University Press	1985	0-8018-3747-2			235	RIC		270.2	RIC					
14181	Saint Jerome In The Renaissance		Rice - Eugene F. Jr.	John Hopkins University Press	1985	0-8018-2381-1			274	RIC								
15863	Principles of Literary Criticism		"Richards, I A"	Kegan Paul - Trench - Trubner & Co	1926				809	RIC		809	RIC					
15929	Principles of Literary Criticism		"Richards, I A"	Routledge & Kegan Paul	1967				809	RIC		809	RIC					
12742	Edward Bawden		"Richards, J M"	Penguin	1946		The Arts	Painting -  Historical - Areas - Persons	759	CLA		759.2	RIC					
14722	"Fortunes of Richard Mahony, The"		"Richardson, Henry Handel"	William Heinemann Ltd.	1930				899	RIC		899	RIC					
16513	Clarissa Volume I	The History of a Young Lady	"Richardson, Samuel"	The Folio Society	1991				823	RIC		823	RIC					
16514	Clarissa Volume Ii		"Richardson, Samuel"	The Folio Society	1991				823	RIC		823	RIC					
16164	St George	Hero - Martyr and Myth	Riches - Samantha	Sutton Publishing	2000	0-7509-2452-7			235	GEO								
15974	Faust's Metropolis	A History of Berlin	"Richie, Alexandra"	HarperCollins	1998	0-00-215896-5			943	BER		943	RIC					
11962	Roman Britain		"Richmond, I A"	Penguin Books	1982	0 1402 0315 X	History	Europe - England	942	RIC		941	RIC					
16587	Michelangelo And The Creation Of The Sistine Chapel		"Richmond, Robin"	Barrie & Jenkins	1992	0-7126-5290-6			753	MIC		759.5	RIC					
11375	Levana	The Doctrine of Education	RICHTER - JEAN PAUL FRIEDRICH	George Bell & Sons - London	1901		Social Sciences	Education	370	RIC								
10408	Selected Contributions To Psycho-Analysis		RICKMAN - JOHN	The Hogarth Press - London	1957		Philosophy	General Psychology	150	RIC								
14231	Fallible Man		Ricoeur - Paul	Fordham University Press	1986	0-8232-1151-7			194	RIC								
10329	"Problems of Evolution, The"		"Ridley, Mark"	Oxford University Press	1985	0-19-289175-8	Pure Science	Anthropology & Biology - Organic Evolution	575	RID		575	RID					
14347	"Origins of Virtue, The"		"Ridley, Matt"	Softback Preview	1997	0-670-86357-2			501	RID		501	RID					
13892	William Blake:  A Natural Visionary		"Rienaecker, Victor"	John M Watkins	1957				824	BLA		821.09	RIE					
12899	Geweven Boeket		"Rijksmuseum, Amsterdam"	Rijksmuseum Amsterdam	1971		The Arts	Galleries - Museums - Private Collections	708	RIJ		708	RIJ					
15599	Rodin		"Rilke, Rainer Maria"	The Grey Walls Press Ltd	1946				730	ROD		730	RIL					
13992	"Unofficial Rilke, An:  Poems 1912 - 1926"	Selected - introduced and translated by Michael Hamburger	"Rilke, Rainer Maria"	The Anvil Press Poetry	1981	0 85646 077 X			831	RIL		831	RIL					
13993	Duino Elegies	The German text with an English translation - introduction and commentary by J. B. Leischman and Stephen Spender	"Rilke, Rainer Maria"	Chatto & Windus	1975	0 7011 2163 7			831	RIL		831	RIL					
13998	Duino Elegies	The German text with an English translation - introduction and commentary by J. B. Leishman and Sephen Spender	"Rilke, Rainer Maria"	The Hogarth Press	1942				831	RIL		831	RIL					
13997	Rainer Maria Rilke:  Poems	Translated from the German by J. B. Leishman	"Rilke, Rainer Maria"	The Hogarth Press	1939				831	RIL		831	RIL					
13514	Rilke Selected Poems		"Rilke, Rainer Maria"	Penguin	1985				831	RIL		831	RIL					
13995	"Notebook of Malte Laurids Brigge, The"		"Rilke, Rainer Maria"	The Hogarth Press	1950				831	RIL		833	RIL					
13994	"Rainer Maria Rilke, Translations from the Poetry of"	by M. D. Herter Norton	"Rilke, Rainer Maria"	The Norton Library	1962				831	RIL		831	RIL					
13999	"Complete French Poems of Rainer Maria Rilke, The"	translated by A. Poulin - Jr.	"Rilke, Rainer Maria"	Graywolf Press	1986	0-915308-83-5			841	RIL		841	RIL					
14011	"Season In Hell, A  & The Illuminations"	a new translation by Enid Rhodes Peschel	"Rimbaud, Arthur"	Oxford University Press	1974				841	RIM		841	RIM					
14008	Rimbaud:  Complete Works	Translated by Paul Schmidt	"Rimbaud, Arthur"	Picador	1988	0 330 30609 X			841	RIM		841	RIM					
14010	Rimbaud: Complete Works - Selected Letters	Translation - Introduction and Notes by Wallace Fowlie	"Rimbaud, Arthur"	University of Chicago Press	1966				841	RIM		848	RIM					
14846	Rimbuad: Complete Works - Selected Letters	"translated by Wallace,Fowlie"	"Rimbaud, Arthur"	The University of Chicago Press	1966	0-226-71973-1			848	RIM		848	RIM					
	No Man is an Island	A selection of the prose of John Donne	"Rivers, Scott"	The Folio Society	1997													
10387	Developments In Psycho-Analysis		RIVIERE - JOAN  (ED.)	The Hogarth Press - London	1952		Philosophy	General Psychology	150	RIV								
11544	History Of Sufism In India ~ A	Volume One: Early Sufism and its History in India to 1600 AD	RIZVI - SAIYID ATHAR ABBAS	Munshiram Manoharlal - New Delhi	1978		Religion	Other Religions - Islam & Bahaism	297	RIZ								
11545	History Of Sufism In India ~ A	Volume Two: From Sixteenth Century to Modern Century	RIZVI - SAIYID ATHAR ABBAS	Munshiram Manoharlal - New Delhi	1983		Religion	Other Religions - Islam & Bahaism	297	RIZ								
